A,B
5427.836247,4007.243243
5421.92798,4760.012744
5420.252076,5343.925275
5456.957767,5626.162757
5517.018329,5583.117735
5577.420822,5564.757738
5516.523514,5388.850248
5380.700364,4857.006474
5516.338047,4684.28147
5380.371421,4777.862754
5092.420787,5044.53774
4732.929739,5725.525259
4427.277929,6015.741963
4199.611217,5997.95654
4067.975284,5723.885663
3992.824671,5529.382112
4033.986053,5057.118153
4148.368317,4470.522663
4363.237057,4034.81606
4564.279007,3638.482701
4857.120292,3409.852157
5106.684483,3325.808036
5235.131583,3311.39189
5313.187777,3402.969611
5358.818254,3554.422469
5390.318131,3993.957044
5464.597883,4619.277294
5565.169514,5398.694009
5663.776304,5995.137785
5716.771818,6489.237801
5687.849464,6291.744
5644.882662,5966.144013
5776.619152,5398.362749
5649.246306,5067.387753
5369.824172,4934.991917
4981.051435,5082.133577
4581.289017,5205.534629
4299.763328,5103.695036
4101.016564,5057.291975
3962.651305,4936.962683
3925.122936,4461.154388
3962.684806,4115.859135
4113.832408,3762.83283
4296.553589,3377.194559
4574.151974,3198.994902
4899.328316,3165.986135
5081.964981,3196.183503
5168.40693,3411.151289
5247.114169,3747.153657
5243.167305,4167.028923
5214.28483,4554.88355
5174.74609,5033.308563
5125.937964,5272.729427
5092.698857,5416.737768
5130.789639,5233.321104
5271.672657,5008.441931
5466.573253,4814.916899
5339.035434,4790.054412
4981.88621,4909.937721
4568.4938,5171.408594
4289.291708,5564.579442
4134.835088,5528.200269
4087.032218,5281.487738
4112.760223,5098.700258
4274.759832,4670.668985
4722.19463,4167.306453
5485.781733,3803.250188
5900.068862,3454.650167
5992.093879,3225.403283
6100.088059,3061.401371
6211.168798,3022.415069
6222.257829,3115.071926
6213.287068,3279.202838
6142.726722,3624.349292
6073.710745,4055.855244
6002.481855,4501.662692
6005.191069,4445.04071
6004.743764,4533.965967
5985.003104,4980.008552
6089.607173,4984.56525
6229.87662,4888.551891
6003.167518,4695.214797
5507.337681,4889.572094
4997.334418,5415.559617
4655.628627,5794.119045
4418.949393,5579.669012
4281.209697,5359.687748
4216.58402,4974.750215
4303.199048,4591.450208
4676.285533,4088.283521
5307.884797,3720.127086
5586.658852,3354.822083
5603.140073,3134.055482
5711.818281,3045.562664
5859.68341,3021.554621
5994.789769,3106.19256
6099.952171,3290.279033
6208.785069,3659.996912
6085.087902,4159.066745
5974.11088,4582.973222
5951.298962,4657.138184
5879.331376,4842.864528
5785.550622,5168.790102
5713.860535,5270.029413
5874.520973,5166.608588
5668.457899,5398.477338
5217.671026,5514.80151
4692.121403,6058.380291
4481.330885,6569.525339
4318.642188,6461.162792
4276.687262,6046.550277
4331.714233,5596.146927
4537.18408,4977.399383
5069.235622,4254.716871
5898.1883,3679.717682
6297.926154,3331.796523
6183.190526,3184.736256
6059.78199,3130.588904
5974.020083,3161.753063
5824.103387,3354.735867
5691.97966,3791.299902
5588.431272,4917.063354
5504.261293,5361.222567
5416.545122,5000.09274
5433.808597,4839.795246
5447.049165,4807.929392
5469.508272,4444.649162
5559.670763,3888.182057
5839.507843,3859.119362
5730.848626,4274.414792
5342.405318,4766.070548
4916.82211,5400.761184
4566.712288,6248.550296
4445.758253,6653.40659
4387.616437,6281.610711
4437.569365,5993.14613
4607.857952,5335.85649
5032.553789,4640.903345
5768.90078,3865.950201
6023.958476,3450.133871
5909.431787,3240.388347
5904.255538,3161.877227
5871.678585,3171.379308
5764.515782,3353.770995
5640.015339,3934.031159
5607.630388,5031.173465
5574.504799,5681.856501
5569.594234,5652.031535
5644.357103,5575.950281
5703.023142,5775.514577
5677.843983,5794.973454
5742.185067,5698.802348
5986.166182,5506.72611
5840.465937,5567.350418
5412.842628,5566.209617
4924.790811,5910.058607
4526.364955,6544.6586
4316.837015,6776.564927
4214.780169,6203.397164
4171.692206,5934.123552
4244.500717,5097.442617
4604.437461,4377.650193
5225.527993,3724.53563
5535.046015,3319.108499
5589.857961,3186.550133
5743.573541,3169.875146
5934.167387,3242.485866
6111.759569,3476.389445
6249.155748,4186.216874
6397.330923,5052.906498
6508.219082,5405.112786
6593.352093,5098.091606
6671.727958,4779.807372
6667.680812,4753.428782
6476.181478,4582.968972
6208.546004,4553.148974
6107.723879,4652.724399
5792.206876,5161.646049
5345.861861,5205.262748
4854.404759,5452.125254
4492.230569,6210.942492
4275.328427,6410.286257
4160.212067,6203.184723
4137.727079,5943.475301
4251.615987,5117.27733
4488.214651,4311.231471
4870.764886,3672.413718
5392.854956,3442.039655
5984.88776,3341.505473
6516.723494,3076.745994
6939.461823,2767.633454
7130.728909,3259.919313
7206.25287,3980.464356
7175.415582,4890.327293
7048.659264,5364.469004
6904.531003,5174.125251
6807.326962,4799.131479
6723.40751,4735.756457
6634.340866,4442.898111
6695.721885,4265.939796
6837.18686,4310.35851
6691.266547,4609.254363
6402.453059,4839.287747
6078.8376,5296.018988
5692.753733,6054.127359
5538.043306,6189.9357
5448.524594,5919.894029
5414.84529,5655.35858
5465.752062,4925.354369
5581.271577,4375.287684
5801.629995,3727.525173
6031.784769,3370.711793
6236.52485,3189.776366
6439.348507,3088.44041
6387.758746,3074.810895
6221.589938,3202.246685
6049.331014,3750.556433
5803.198782,4793.608547
5598.853873,5163.525245
5394.468548,5067.987722
5281.141125,4926.318995
5273.3739,4710.318974
5328.634049,4541.855793
5475.326194,4704.257163
5827.018009,4694.803788
5725.375136,4653.794544
5344.324752,4961.977332
4933.452249,5497.448412
4732.697729,6235.495919
4574.846799,6149.51594
4554.955787,5834.374232
4607.700218,5383.360686
4791.964476,4954.668956
5279.347689,4419.347703
6058.440243,3894.922458
6311.322147,3411.153969
6143.85476,3195.63108
5989.836511,3117.83726
5845.241374,3099.633458
5689.448262,3251.208423
5576.163046,3492.625796
5507.149077,4034.646273
5437.320322,4627.290213
5396.347014,5154.317787
5435.690536,5408.352357
5470.531734,5436.704406
5491.554796,5347.356527
5592.057534,5356.337732
5803.147487,5191.712756
5622.430844,5177.162748
5149.95139,5319.137744
4672.12389,5903.924235
4354.944415,6258.984672
4173.130526,6009.229458
4132.276498,5589.025269
4156.167367,5388.069027
4341.611267,4953.588165
4829.653613,4425.568565
5599.45784,3953.983527
5891.7157,3533.389775
5774.517842,3328.119915
5681.538377,3221.48021
5618.680356,3120.921176
5524.201204,3177.924603
5467.839164,3372.798854
5460.919182,3679.742057
5463.547034,4218.078947
5475.46014,4831.662719
5552.602449,5077.787756
5627.097402,5131.062708
5638.892824,5329.271064
5594.9053,5189.910684
5809.805492,5179.885688
5625.947343,5150.221083
5166.496887,5226.71901
4655.986825,6019.551338
4338.587368,6834.505526
4142.300214,6708.892001
4089.568019,6426.496128
4119.268957,6054.987779
4280.262496,5413.375248
4743.021731,4535.785935
5473.436879,3891.970728
5737.48901,3497.173065
5609.875787,3296.556162
5567.466118,3247.095185
5572.683595,3279.364265
5566.277897,3481.327275
5589.941708,4024.380432
5661.818693,5313.283571
5736.418254,5929.032786
5820.218988,5772.342134
5949.323552,5662.784651
6034.675993,5805.664878
6037.596471,5726.760696
5980.91219,5845.369053
6155.719686,5793.141969
5989.70551,5649.681102
5463.601829,5668.915263
4911.971788,6060.558624
4527.460075,6684.087821
4300.33721,6837.629468
4158.328948,6548.175276
4116.054831,6164.512791
4223.581886,5439.550284
4592.693983,4786.957733
5240.553952,4017.469472
5483.312943,3608.168327
5517.015561,3394.838265
5679.770376,3318.054617
5822.773428,3383.985185
5943.705205,3553.377686
6056.490909,4078.065837
6240.198417,5159.934641
6400.197384,5638.112766
6550.25609,5339.169015
6742.772148,5193.993983
6862.66156,5186.562759
6782.257786,4843.825244
6697.060109,4368.452672
6853.843272,4213.310204
6661.05812,4485.009827
6123.546971,4864.328076
5546.543879,5505.425264
5047.742949,6354.828884
4775.774911,6641.263419
4638.128632,6379.533621
4574.828546,6110.383629
4644.468869,5359.236953
4990.127688,4506.196874
5593.566174,3852.725175
5866.586283,3405.187662
5935.06584,3180.089736
6053.014709,3156.616419
6188.084301,3228.702642
6333.383144,3460.699337
6477.034196,4181.233325
6729.137224,5321.824229
6981.088341,5973.984038
7214.338733,5805.968336
7315.687921,5554.283909
7139.875136,5236.062771
6942.413872,5177.368575
6790.107316,4981.146057
6718.031282,4792.953783
6444.628553,4901.478345
5881.556002,5011.957742
5238.656234,5565.959475
4737.075889,6321.446139
4366.753862,6623.913677
4108.495136,6361.495307
3973.857256,5856.716982
3971.495696,5180.137751
4102.94047,4497.787739
4358.53103,3874.357982
4633.362657,3490.981053
5020.642404,3298.125095
5348.877664,3238.074014
5519.978261,3252.234522
5522.522338,3443.618922
5411.59899,4023.097065
5263.245505,5041.211501
5154.543897,5496.351528
5054.274042,5071.837728
5021.83851,4922.050221
5009.474638,5039.14605
4980.028617,4976.616894
5067.971147,5129.275233
5324.601875,4867.579236
5280.438849,4888.988235
5082.572484,4961.608265
4846.194562,5479.051506
4639.95444,6300.986573
4555.605289,6529.083654
4529.041709,6336.791973
4567.477864,5956.985298
4683.860121,5252.053614
4880.253794,4619.343713
5192.14129,3993.205815
5500.95318,3535.912662
5816.503201,3270.316811
5976.58311,3188.708789
5914.009218,3284.973035
5742.506211,3424.986759
5558.039317,4006.73099
5373.409331,5145.810191
5194.849173,5760.430967
5058.507466,5594.43152
5020.586502,5315.350253
5057.290571,5166.400221
5120.982685,4992.837719
5182.74975,5030.012175
5509.970218,5055.598725
5456.53085,5067.98045
5142.28499,5240.3721
4749.323083,5641.475267
4503.701312,6323.050304
4397.813821,6335.741981
4401.503843,6042.710436
4445.421068,5817.71847
4643.981806,5315.859416
5176.90945,4737.171062
5976.415469,4105.875195
6237.154974,3652.799448
6052.040359,3485.029458
5871.77749,3499.037231
5769.225789,3499.947041
5684.710597,3540.316494
5637.633825,3713.152577
5654.896282,4161.28146
5684.645705,4831.721051
5770.98809,5409.473589
5912.97629,5438.493618
6029.72944,5355.071112
6091.656781,5216.491946
6090.474896,5217.006495
6247.308903,5175.600237
6075.717024,5060.943999
5584.795649,5143.950242
4995.306389,5825.325237
4560.392619,6413.887808
4290.818859,6383.387775
4143.811233,6035.244074
4086.486722,5705.527361
4152.207341,5261.548779
4497.689622,4762.617096
5134.289931,4176.288945
5342.661346,3888.087687
5408.372512,3702.009156
5531.851617,3550.68806
5692.409908,3508.985445
5834.848669,3584.843042
5985.047605,3795.935168
6211.962524,4247.152686
6443.51253,4882.190838
6656.30666,5353.209639
6848.986229,5314.566935
6976.620511,5063.692305
6899.556561,4974.370658
6703.031261,4742.221062
6813.248304,4842.979403
6607.585791,5175.571101
6073.502631,5401.562745
5441.025456,6130.075277
5006.451024,6694.006577
4670.64384,6829.331555
4465.881165,6570.386052
4380.175628,6119.093768
4436.815539,5360.438588
4745.900091,4697.520228
5344.374528,4028.137677
5564.382938,3659.994326
5570.133198,3531.768495
5664.728001,3603.478293
5806.82465,3602.994554
5912.330744,3848.005802
6005.02093,4423.862708
6106.994696,5481.344661
6206.785237,6077.065286
6295.402553,6253.212785
6405.601738,6216.419049
6446.288337,6228.106556
6346.16325,6216.055655
6162.727403,6280.824134
6218.174173,6039.210729
5987.703429,5858.68568
5402.817653,5878.562798
4825.291294,6238.231554
4398.573,6766.675314
4184.838989,7018.21284
4049.317269,6672.619058
4027.952083,6352.9253
4147.103643,5620.415883
4510.827336,4902.367953
5189.450307,4328.330103
5429.152578,3878.203575
5442.283726,3460.049139
5496.107433,3383.872031
5562.51411,3417.025158
5564.942403,3608.377677
5558.595052,4220.810207
5601.300937,5344.159598
5623.557,5731.528392
5640.401266,5505.335844
5716.792501,5204.185476
5774.032787,4763.811545
5712.638583,4276.868043
5646.991535,4312.025192
5820.016552,4447.622702
5671.469065,4717.311447
5200.24351,4936.78521
4719.493744,5651.404599
4341.061129,6335.963495
4147.165083,6624.688031
4079.266997,6412.026335
4073.249847,6069.547784
4186.127779,5432.430926
4590.386714,4638.919595
5260.507466,4021.331846
5522.039475,3614.424131
5560.819487,3398.184548
5587.63957,3290.70515
5602.869647,3310.954082
5551.946695,3528.291254
5520.658823,4093.902266
5510.579354,5113.072322
5482.547684,5684.196113
5471.131661,5424.623996
5497.756883,5285.506515
5513.537586,4723.825209
5445.140512,4834.437722
5338.892088,4358.742686
5483.13258,4228.482717
5381.900746,4573.68773
5075.41887,4947.608562
4683.749783,5642.385696
4349.221482,6467.178429
4120.686464,6888.247203
3995.072269,6639.944022
3933.811884,6357.527082
3966.166637,5713.330989
4095.160054,5001.171893
4320.233073,4303.941867
4522.397368,3791.596854
4858.836703,3716.66622
5139.286108,3751.286993
5366.50263,3768.183197
5487.81062,3954.259308
5476.576903,4545.020223
5408.483023,5644.892795
5322.107843,6159.687794
5244.8933,5984.044466
5220.437307,5985.456153
5161.292052,5557.379448
5156.203381,5194.571117
5164.347503,5101.092767
5272.164018,5227.532739
5178.143934,5141.078364
4909.415311,5440.630872
4607.247116,6097.366502
4327.850965,6942.262826
4159.749981,7155.15035
4047.867625,6977.837822
4003.552778,6653.781594
4025.80446,6053.306522
4112.143351,5401.433595
4297.298713,4768.229411
4477.88514,4357.200222
4748.661646,4135.496061
4991.860536,4100.468945
5075.263898,4160.306441
5089.37388,4296.804363
5101.5647,4804.22213
5057.897157,5699.253381
5000.159106,6233.779442
4973.547832,6144.316968
4991.283213,5715.791931
5060.726071,5412.487737
5115.450776,5358.337745
5157.371783,5164.634579
5419.194027,5237.79713
5346.980811,5238.487754
4950.887408,5501.327741
4496.233498,6178.026563
4180.32211,6741.156975
3995.780416,6755.187788
3922.891743,6560.308631
3924.15677,6237.53777
4057.81252,5727.493979
4482.396864,5210.387766
5165.445989,4627.725228
5415.587328,4200.340472
5387.459507,3941.853111
5412.115907,3823.61028
5481.296315,3753.800666
5499.180114,3879.35625
5533.223308,4129.343208
5588.277501,4592.091107
5638.575997,5296.383572
5708.379721,6031.498212
5823.768396,6422.181516
5927.933338,6699.712809
5968.443374,6598.837808
5932.36455,6527.812818
6048.034742,6446.67113
5880.278778,6179.341943
5348.286431,6401.391965
4794.768437,6995.73366
4394.225389,7289.106597
4156.448341,7181.673245
4035.84061,6721.604472
3995.446488,6365.446143
4084.952074,5910.858602
4459.597438,5191.462697
5082.743634,4619.500229
5297.857939,4113.634563
5357.443941,3904.865814
5512.100291,3803.467605
5699.481433,3709.771827
5848.052443,3753.402807
6011.40884,3929.556435
6233.64567,4300.027319
6473.516635,4819.781472
6702.593409,5669.162792
6955.413593,6207.781551
7091.31364,6212.512806
7021.371203,6330.755307
6807.618186,6215.23904
6822.560547,5931.853419
6541.148747,5943.15966
5922.341707,6066.062787
5257.208291,6619.344078
4820.153696,7214.9045
4499.987931,7224.737834
4328.313937,6790.677447
4257.085231,6540.285767
4336.849721,5743.314863
4677.263052,4956.421902
5277.004782,4320.066038
5524.841631,3863.21645
5495.929773,3687.619836
5581.413833,3671.343984
5678.785707,3773.914206
5699.637561,3946.983521
5698.698482,4470.623136
5722.032432,5783.019015
5659.346368,6352.742012
5634.125648,5906.452353
5629.121959,5294.706504
5648.844438,4841.637735
5637.27438,4594.771044
5623.883026,4588.379385
5754.203487,4622.887694
5616.83595,4891.904381
5197.478881,5240.196072
4756.605323,5886.073517
4472.633782,6784.652129
4345.879704,7220.396183
4283.33139,7032.70452
4322.275188,6837.535326
4492.392071,6147.096551
4947.596689,5354.219024
5669.153241,4581.066903
5882.074916,4097.164778
5738.157809,3848.319978
5670.780848,3768.981284
5648.263169,3847.965956
5605.287966,4030.586196
5572.510313,4579.747514
5616.205023,5659.756529
5643.435598,6147.850284
5676.963822,5749.365912
5785.993408,5123.524791
5854.902576,4644.266318
5804.81115,4569.401474
5727.734279,5109.682314
5907.457558,5225.663982
5758.70734,5449.396922
5298.510551,5621.672157
4784.50001,6040.728429
4349.73836,6784.766984
4125.533158,7053.758664
4020.399627,6922.487835
3983.009221,6621.727395
4058.240858,5924.43257
4414.42179,5058.500205
5016.507881,4395.4158
5238.69348,3896.612691
5328.286084,3558.189392
5461.834174,3517.548465
5618.586048,3499.000806
5717.716659,3683.471427
5845.511052,4275.35379
6002.262543,5295.999755
6155.997267,5746.152351
6308.802061,5433.067103
6467.91137,5070.731339
6511.192553,4899.893952
6380.780056,4422.368943
6113.655542,4685.462721
6053.448493,4993.700264
5864.226608,5063.800235
5416.690014,5127.989808
4928.177384,5662.360668
4513.289853,6510.450285
4228.406332,6793.996158
4042.02002,6539.554472
3943.688654,6344.454462
3947.544731,5788.977378
4077.955836,5025.281468
4288.819587,4182.254034
4511.84189,3687.852584
4850.681833,3475.748076
5110.312786,3377.995988
5334.242454,3357.2564
5522.487362,3627.998952
5690.656205,4527.857112
5891.809556,5915.527937
6155.039263,6718.333641
6416.348454,6658.608621
6669.61555,6623.42534
6785.27269,6553.548209
6690.650242,6422.758634
6453.748122,6256.379459
6304.882127,5746.302335
6098.709932,5710.052328
5659.814283,5872.141961
5205.445877,6364.125303
4778.358762,6873.412803
4465.433947,7101.145358
4230.49868,6821.446995
4093.529829,6458.216124
4008.398366,5808.15527
4030.494848,5056.818986
4112.656384,4244.098101
4254.405216,3775.487666
4672.017876,3467.929328
5071.631762,3360.674315
5473.679828,3374.001821
5780.965576,3560.926656
6054.921561,4058.440956
6302.006483,4664.125094
6507.199312,5456.353193
6757.573367,5652.7586
6942.63512,5380.900271
7059.257172,4876.475241
6989.492331,4522.737707
6748.762887,4232.95335
6708.00491,4165.559555
6521.601395,4397.050191
5923.461025,4957.175237
5278.33935,5646.000284
4828.18156,6291.503423
4521.012908,6210.351378
4300.29908,6007.849239
4176.552483,5837.150898
4230.939989,5337.024302
4574.947271,4787.185178
5150.270087,4251.306228
5404.671788,3815.509208
5537.832338,3517.547382
5759.504774,3440.174318
5994.672541,3358.569738
6181.349882,3323.419938
6344.67129,3513.696012
6537.91844,3940.190817
6691.808196,4477.575222
6789.17731,5132.400258
6880.822068,5621.631507
6874.828118,5812.589892
6788.387775,6218.94197
6737.077184,6357.606555
6851.557257,6179.706564
6676.946362,6223.437812
6119.702427,6161.900319
5534.574602,6309.530288
5096.945788,6319.035939
4801.315595,6120.484653
4617.122887,5757.812778
4542.601859,5689.362734
4605.59711,5364.214826
4943.650366,4931.12939
5560.063682,4418.493926
5784.936206,3917.979351
5891.576616,3525.103502
6103.203132,3368.835156
6262.839936,3293.606478
6414.179538,3364.274699
6514.231314,3571.569363
6690.530126,3981.326436
6782.048866,4774.125206
6782.163293,5177.319009
6833.5072,5321.762738
6924.319169,5207.033577
6893.202311,5066.573165
6907.285178,4557.618971
7045.001303,4309.129341
6880.022278,4623.552302
6369.958276,4971.93401
5800.48092,5503.247763
5331.598016,5968.230287
5051.770464,5938.554014
4853.743564,5808.44982
4788.347711,5563.829421
4889.308879,5239.096056
5215.459461,4829.054438
5875.649772,4237.518944
6132.909117,3864.218925
6154.603799,3676.073601
6349.06601,3604.882994
6555.804223,3610.547817
6719.700568,3661.95461
6869.828722,3924.794984
7080.217146,4409.170013
7366.281588,4993.189812
7623.566139,5132.787755
7837.311596,5149.962764
7922.323271,5521.79972
7846.850515,5728.200786
7681.368019,5685.34133
7759.604638,5616.475431
7541.714994,5599.196502
6949.01172,5710.240914
6297.468598,6166.909662
5796.027976,6676.500315
5443.593789,6646.197821
5210.399482,6405.427788
5091.95548,6047.33777
5087.018836,5603.404415
5374.43156,5095.650765
5961.64737,4382.266766
6231.798462,3966.216429
6363.68901,3670.925168
6526.396125,3480.923372
6612.794991,3506.013404
6487.677566,3557.566061
6429.050358,3929.795367
6432.435736,4587.481896
6447.633177,5117.830455
6584.202461,5369.35338
6872.399948,5485.875285
7056.33837,5124.925241
7066.516792,4696.925198
6914.23949,5148.977753
6967.34299,4950.960251
6806.138294,5246.746086
6286.087988,5482.7336
5695.497987,5991.337785
5228.609097,6503.513648
4953.442176,6679.820301
4780.524846,6337.677383
4711.488652,6013.273193
4780.935212,5425.792754
5081.805138,4804.401474
5697.10742,4131.231458
5980.642965,3667.912683
6001.114337,3400.316465
6097.498943,3274.288131
6161.669283,3245.454221
6147.574313,3415.523976
6092.544394,3835.443045
6033.664696,4524.291069
5961.353394,5109.941559
5879.438477,5618.773125
5875.033497,5653.382795
5876.621064,5812.662797
5823.478752,5772.457559
5753.105269,5593.047146
5798.382045,5423.318997
5688.864642,5445.261737
5372.683186,5548.822134
4956.818319,5946.344027
4592.897042,6580.696145
4322.450954,6748.96701
4148.077266,6478.704452
4058.51046,6175.405466
4032.798696,5588.898398
4114.5302,4899.167711
4286.378943,4247.443958
4497.992614,3857.672043
4905.664828,3572.623632
5295.048169,3422.536098
5627.699871,3419.012184
5863.675774,3506.545659
6055.713736,3921.146847
6198.001943,4618.228538
6411.252006,5403.230894
6613.348362,5716.343399
6797.25663,5686.981514
6876.366859,5777.840267
6758.397291,6077.744664
6461.029808,6332.903426
6218.38275,6153.025257
5992.717297,6171.475296
5556.217959,6315.406055
5117.844048,6865.859133
4698.206975,7635.792054
4365.474914,7659.594119
4126.633673,7307.164899
4012.446842,6777.210746
3945.96781,5906.225267
3971.132219,5212.337715
4034.435128,4495.292726
4185.267266,3992.636426
4597.036536,3712.746423
5014.319371,3597.495992
5393.043403,3594.478202
5727.262293,3832.313807
6089.991774,4220.807361
6488.133482,4798.993071
6822.73597,5478.858561
7206.236061,5930.176946
7526.03978,6128.815281
7753.79182,6074.750289
7717.64422,5944.075269
7421.82704,5823.914546
7206.608832,5667.148497
6919.173876,5542.362771
6265.934771,5711.975286
5552.10016,6059.429433
4994.50994,6624.027395
4630.015621,6533.344077
4378.573411,6244.450302
4269.220716,6030.362781
4317.491034,5566.462746
4645.722351,5047.600248
5218.704141,4452.637692
5489.489742,3982.1877
5703.128808,3775.60853
6024.202349,3750.338735
6452.638314,3717.846378
6917.273989,3701.634159
7414.932571,3903.989483
7946.959054,4231.029635
8413.425138,4732.160634
8804.87688,5249.219015
9128.820839,5587.712771
9251.214422,5283.733574
9094.01519,5126.041928
8668.047222,5495.087796
8354.897992,5437.456496
7909.947856,5492.406519
7117.034664,5649.650253
6323.009136,6195.750314
5648.194118,6558.087804
5220.814268,6315.334674
4921.828657,5912.5409
4783.720379,5672.312774
4775.885743,5321.381511
5039.969143,5007.906498
5578.619053,4649.271053
5798.232941,4159.885896
6056.33021,3775.143639
6458.61004,3571.196007
6884.855122,3439.876553
7328.650824,3442.911282
7718.36653,3685.28559
8112.032484,3785.706434
8450.337428,4072.168941
8677.498672,4497.88773
8768.31171,4783.775211
8798.6862,4602.227294
8597.807596,4314.916883
8220.206867,4226.350184
7979.9788,4583.200218
7641.886317,4679.187735
6943.138422,4983.900236
6197.189508,5719.344035
5587.830272,6429.496562
5222.214473,6464.097761
4979.244869,6046.540173
4816.324972,5698.360395
4809.941849,5135.37525
5028.602007,4520.541887
5562.015289,3966.070152
5774.998614,3604.793568
5952.208262,3425.903481
6292.951049,3403.785588
6679.235017,3382.887636
7063.953068,3492.49838
7414.692658,3860.07698
7777.873358,4406.274173
8075.87649,4838.559299
8354.691542,4987.810988
8615.87103,4539.175217
8693.848241,4287.737693
8525.753111,4456.756451
8153.002057,4027.16477
7889.92489,4097.298093
7580.269909,4347.281442
6899.506255,4808.787714
6139.596108,5668.087766
5512.640403,6572.400309
5116.23465,6673.984691
4859.593012,6456.465921
4717.72137,6029.19239
4721.725019,5469.970653
4997.742423,4645.578351
5485.198352,3873.697065
5764.06566,3483.447521
5979.796622,3291.177798
6300.454304,3244.275152
6657.576758,3235.912667
6984.084242,3424.368116
7316.640403,4004.736401
7700.130601,5005.739829
7978.390288,5476.507665
8240.975666,5338.459476
8426.39757,5199.436764
8473.249559,5170.678397
8269.625489,5096.269881
7933.443811,5183.784767
7734.065285,5027.437721
7494.954902,5193.662762
6875.030252,5192.111697
6157.496851,5652.528404
5664.032546,6845.715971
5307.992231,7183.803458
5063.98954,6979.606562
4947.339369,6444.069042
4964.143201,5737.683582
5249.316302,4930.563759
5767.480391,4118.040816
6050.518874,3649.494965
6286.697117,3437.223419
6591.771178,3344.113302
7015.555139,3369.564848
7359.574581,3518.404286
7691.280913,4097.286297
8008.132361,5248.437441
8319.75729,5819.079029
8531.795939,5550.539832
8739.599335,5399.433593
8774.46706,5384.712761
8542.601948,5146.295883
8112.122258,4929.511457
7829.461516,5092.299824
7547.112878,5110.545267
7026.46325,5067.376901
6413.477931,5727.191061
5877.629286,6334.100282
5495.2573,6503.769092
5213.908568,6251.487767
5059.733823,5906.156531
5018.213413,5318.935655
5073.856521,4667.733564
5194.552609,3893.049938
5403.208064,3469.24416
5866.752212,3315.450152
6372.87297,3326.797656
6857.241863,3328.977653
7267.059615,3489.675159
7597.069976,4042.495202
7885.799223,5234.411514
8192.702565,5654.969069
8447.858772,5466.222159
8610.519735,5305.828358
8673.098131,4966.643991
8451.000435,5070.906501
8083.737294,5056.869002
7795.384924,5093.04399
7541.158113,4963.027623
7052.830427,5199.410358
6522.388482,5674.242783
6032.650747,6335.541144
5651.150721,6596.741993
5374.210761,6430.856585
5194.981199,6105.225276
5045.973168,5374.456526
5008.827871,4754.787746
5009.06738,4006.977279
5197.38182,3679.839755
5728.205555,3472.367297
6280.58533,3438.326192
6758.858573,3459.90596
7120.067791,3649.64078
7504.917416,4195.822079
7849.113472,5160.08819
8158.924594,5678.930033
8459.729101,5335.073151
8652.127314,4689.737717
8743.351209,4122.123138
8624.115901,4367.725722
8317.531544,4679.623041
8147.077317,4682.824374
7943.097006,4855.657482
7333.222462,5042.210051
6606.677307,5563.257354
6076.320202,6104.255699
5720.211473,6244.735722
5483.189874,5921.326106
5325.592193,5705.548376
5351.085061,5266.765874
5656.457017,4721.343957
6214.170738,4259.787687
6484.280202,3973.981442
6729.651205,3768.168939
7037.725298,3716.426438
7469.759869,3700.78976
7907.45763,3750.403104
8329.944493,3971.273108
8783.52228,4250.389787
9145.443228,4685.377301
9385.419612,5058.873129
9551.773625,4699.593977
9505.133992,4339.787712
9307.159362,4384.891847
8926.16508,4646.192942
8719.424252,4801.003362
8391.708644,5134.919001
7617.646233,5335.506504
6848.377051,5896.969026
6308.66515,6467.537817
5913.047679,6291.669029
5636.3723,5940.475298
5508.133132,5691.987765
5507.051646,5240.087763
5771.712767,4728.537729
6323.403264,4315.488335
6495.258424,3942.729974
6673.822148,3723.457263
6922.154357,3725.412677
7182.454222,3693.110154
7534.182722,3751.768113
6874.813034,3989.007267
8363.62266,4240.455818
8755.642146,4691.631335
9037.691307,5137.253556
9099.423606,5168.875224
8876.82137,5441.062743
8493.015799,5397.100232
8152.406274,5313.562757
7966.267084,5592.325293
7641.500819,5524.854416
6955.566254,5636.664857
6233.764349,6366.769047
5650.784982,7011.375312
5281.487128,7293.362838
5023.962202,6914.937794
4901.350462,6427.745285
4937.07885,5775.196952
5219.58576,4940.701416
5770.373699,4332.850199
6001.606051,3905.174078
6219.56653,3744.967781
6626.121957,3755.678316
7046.811315,3792.631433
7444.702877,3991.068944
8004.194767,4556.410175
8602.528534,5675.277833
9095.433196,6183.944046
9443.390124,5964.835707
9700.472938,5824.296093
9791.298618,5816.41904
9603.328552,5808.83567
9130.188569,5742.25859
8748.521678,5568.253833
8344.190419,5630.321691
7548.735351,5504.763578
6700.192975,5926.16819
5994.681726,6677.744099
5510.637821,6985.581557
5184.90687,6804.410739
5019.245896,6443.771157
5026.612851,5637.450266
5334.181511,5056.566465
5828.05624,4393.342299
6122.37079,3887.296836
6447.582599,3652.86393
6903.77635,3617.408925
7376.479718,3637.359119
7903.556586,3790.847886
8443.842363,4359.153524
9018.058929,5349.294
9502.704699,5776.785686
9868.841546,5700.021114
10165.09143,5373.900243
10241.10403,5231.537747
9988.79947,5331.421068
9474.889591,5261.44371
9132.262789,5134.648431
8703.097373,5120.500227
7913.766258,5301.835676
7095.520777,5757.43154
6443.966497,6512.87318
6013.768263,6794.360735
